262313,作業防具交易
262314,工具交易
262315,武器交易
262316,戰鬥防具交易
262317,作業防具交易
262318,工具交易
262319,武器交易
262320,戰鬥防具交易
262321,作業防具交易
262322,工具交易
262323,武器交易
262324,戰鬥防具交易
262325,作業防具交易
262326,工具交易
262327,武器交易
262328,戰鬥防具交易
262329,作業防具交易
262330,工具交易
262331,武器交易
262332,戰鬥防具交易
262333,作業防具交易
262334,工具交易
262335,武器交易
262336,戰鬥防具交易
262337,作業防具交易
262338,工具交易
262339,武器交易
262340,戰鬥防具交易
262341,作業防具交易
262342,工具交易
262343,武器交易
262344,戰鬥防具交易
262345,作業防具交易
262346,武器交易
262347,工具交易
262348,戰鬥防具交易
262349,作業防具交易
262350,
262351,工具交易
262352,武器交易
262353,戰鬥防具交易
262354,作業防具交易
262355,工具交易
262356,武器交易
262357,戰鬥防具交易
262358,作業防具交易
262359,工具交易
262360,武器交易
262361,戰鬥防具交易
262362,作業防具交易
262363,工具交易
262364,武器交易
262365,戰鬥防具交易
262366,作業防具交易
262367,工具交易
262368,武器交易
262369,戰鬥防具交易
262370,作業防具交易
262371,工具交易
262372,工具交易
262373,武器交易
262374,戰鬥防具交易
262375,作業防具交易
262376,
262377,
262378,工具交易
262379,武器交易
262380,戰鬥防具交易
262381,作業防具交易
262382,工具交易
262383,武器交易
262384,戰鬥防具交易
262385,作業防具交易
262386,工具交易
262387,武器交易
262388,戰鬥防具交易
262389,作業防具交易
262390,工具交易
262391,工具交易
262392,工具交易
262393,武器交易
262394,戰鬥防具交易
262395,作業防具交易
262396,工具交易
262397,武器交易
262398,戰鬥防具交易
262399,作業防具交易
262400,工具交易
262401,武器交易
262402,戰鬥防具交易
262403,作業防具交易
262404,
262405,
262406,
262407,
262408,武器交易
262409,戰鬥防具交易
262410,武器交易
262411,戰鬥防具交易
262412,武器交易
262413,戰鬥防具交易
262414,
262415,
262419,道具交易（室外建材、庭具、樂譜）
262420,道具交易（室外建材、庭具、樂譜）
262421,道具交易（室外建材、庭具、樂譜）
262422,道具交易
262423,
262424,
262425,
262426,道具交易（中立）
262427,道具交易（承認）
262428,道具交易（友好）
262429,道具交易（信賴）
262430,道具交易（中立）
262431,道具交易（承認）
262432,道具交易（友好）
262433,道具交易（信賴）
262434,
262435,
262436,
262437,
262438,
262439,
262440,
262441,
262442,
262443,再次購入50級防具（戰鬥菁英）
262444,再次購入50級防具（魔法導師）
262445,再次購入50級武器、工具
262446,再次購入任務報酬1
262449,再次購入成就報酬1
262450,再次購入成就報酬2
262451,道具交易（中立）
262452,道具交易（承認）
262453,道具交易（友好）
262454,道具交易（信賴）
262455,道具交易（中立）
262456,道具交易（承認）
262457,道具交易（友好）
262458,道具交易（信賴）
262459,道具交易（武具投影相關）
262460,道具交易
262461,道具交易（木材、金屬、石材、骨材、皮革）
262462,道具交易（布料、煉金原料）
262463,道具交易（苗圃、染料）
262464,
262466,道具交易
262468,道具交易（男性）
262469,道具交易（女性）
262470,道具交易
262471,道具交易（觸媒）
262472,道具交易（食材）
262473,道具交易（中立～承認）
262474,道具交易（中立～承認）
262475,道具交易（友好～信賴）
262476,道具交易（友好～信賴）
262477,道具交易（尊敬～名譽）
262478,道具交易（尊敬～名譽）
262479,道具交易（誓約）
262480,道具交易（盟友）
262481,道具交易（盟友）
262482,道具交易（盟友）
262483,道具交易（盟友）
262484,道具交易（盟友）
262485,
262486,
262488,其他防具交易
262489,道具交易
262491,競賽陸行鳥交易
262492,道具交易
262493,道具交易
262494,道具交易
262495,道具交易
262496,道具交易
262497,複製王者之劍·本我
262498,複製諸神黃昏斧·本我
262499,複製凱撒裂爪·本我
262500,複製聖槍朗基努斯·本我
262501,複製佐助之刀·本我
262502,複製與一之弓·本我
262503,複製莉莉絲魔杖·本我
262504,複製啟示錄·本我
262505,複製涅槃杖·本我
262506,複製最終寶典·本我
262507,複製聖盾埃癸斯·本我
262508,戰鬥飾品交易
262509,道具交易
262510,戰鬥菁英防具交易
262511,魔法導師防具交易
262512,武器交易
262513,道具交易
262514,工具交易
262515,道具交易
262516,道具交易
262517,武器交易
262518,武器交易
262519,工具交易
262520,武器交易
262521,戰鬥菁英防具交易
262522,魔法導師防具交易
262523,工具交易
262524,武器交易
262525,戰鬥菁英防具交易
262526,魔法導師防具交易
262527,工具交易
262528,武器交易
262529,戰鬥菁英防具交易
262530,魔法導師防具交易
262531,工具交易
262532,武器交易
262533,戰鬥菁英防具交易
262534,魔法導師防具交易
262536,工具交易
262537,武器交易
262538,戰鬥菁英防具交易
262539,魔法導師防具交易
262540,工具交易
262541,武器交易
262542,戰鬥菁英防具交易
262543,魔法導師防具交易
262544,製作採集防具交易
262545,工具交易
262546,武器交易
262547,戰鬥菁英防具交易
262548,魔法導師防具交易
262549,製作採集防具交易
262550,工具交易
262551,武器交易
262552,戰鬥菁英防具交易
262553,魔法導師防具交易
262554,工具交易
262555,武器交易
262556,戰鬥菁英防具交易
262557,魔法導師防具交易
262558,道具交易
262559,道具交易
262560,敖龍服裝交易
262561,敖龍服裝交易
262562,敖龍服裝交易
262564,工具交易
262565,武器交易
262566,戰鬥菁英防具交易
262567,魔法導師防具交易
262569,武器交易
262570,工具交易
262571,武器交易
262572,戰鬥菁英防具交易
262573,魔法導師防具交易
262574,寵物交易（消耗金幣）
262575,
262576,道具交易（承認）
262577,道具交易（友好）
262578,道具交易（信賴～名譽）
262579,道具交易（信賴～名譽）
262580,道具交易（信賴～名譽）
262581,道具交易（誓約～血誓）
262582,道具交易（誓約～血誓）
262584,道具交易
262585,道具交易
262586,道具交易
262587,道具交易
262588,道具交易
262603,道具交易（友好）
262604,道具交易（信賴）
262605,道具交易（尊敬）
262606,道具交易（名譽）
262607,道具交易（誓約）
262608,道具交易（血誓）
262609,水壺交易
262610,複製元靈武器·覺醒
262611,複製新元靈武器
262612,道具（消耗金幣）
262613,道具交易（中立）
262614,道具交易（承認）
262615,道具交易（友好）
262616,道具交易（信賴）
262617,道具交易（尊敬）
262618,道具交易（名譽）
262619,道具交易（誓約）
262620,道具交易（血誓）
262621,工具交易
262622,作業防具交易
262623,作業防具交易
262624,作業飾品交易
262625,複製元靈武器·超導
262626,再次購入季節活動報酬（紅蓮節1）
262627,再次購入季節活動報酬（紅蓮節2）
262628,再次購入季節活動報酬（守護天節）
262629,再次購入季節活動報酬（星芒節）
262630,再次購入季節活動報酬（降神節）
262631,再次購入季節活動報酬（戀人節）
262632,再次購入季節活動報酬（女兒節）
262633,再次購入季節活動報酬（彩蛋狩獵）
262634,再次購入季節活動報酬（其他）
262635,道具交易
262636,道具交易
262637,道具交易
262638,道具交易1
262639,道具交易
262640,戰鬥飾品交易
262641,道具交易
262642,道具交易
262643,道具交易
262644,道具交易
262645,複製百鍊成鋼的元靈武器
262646,季節活動報酬交易
262647,季節活動報酬交易
262648,道具（消耗金幣）
262649,道具交易（盟友）
262650,道具交易（盟友）
262651,道具交易（盟友）
262652,複製元靈武器·靈慧
262653,複製真元靈武器
262654,道具交易（室內建材）
262655,道具交易（床椅）
262656,道具交易（桌台、菜餚）
262657,道具交易（櫃子、地毯、燈具）
262658,道具交易（其他）
262659,繪畫作品（拉諾西亞）
262660,繪畫作品（黑衣森林）
262661,繪畫作品（薩納蘭）
262662,繪畫作品（庫爾札斯、摩杜納）
262663,
262664,
262665,季節活動報酬交易
262666,季節活動報酬交易
262667,季節活動報酬交易
262668,
262669,
262670,
262671,拉拉菲爾服裝交易
262672,魯加服裝交易
262673,精靈服裝交易
262674,人族服裝交易
262675,貓魅服裝交易
262676,敖龍服裝交易
262677,再次購入騎士裝備
262678,再次購入戰士裝備
262679,再次購入暗黑騎士裝備
262680,再次購入武僧裝備
262681,再次購入龍騎士裝備
262682,再次購入忍者裝備
262683,再次購入吟遊詩人裝備
262684,再次購入機工士裝備
262685,再次購入黑魔法師裝備
262686,再次購入召喚師裝備
262687,再次購入白魔法師裝備
262688,再次購入學者裝備
262689,再次購入占星術士裝備
262690,道具交易（庭具、樂譜）
262691,道具交易
262692,道具交易
262693,道具交易
262694,道具交易
262695,道具交易
262696,道具交易
262697,道具交易
262698,道具交易
262699,道具交易
262700,防具交易（1～9級）
262701,防具交易（10～19級）
262702,防具交易（20～29級）
262703,防具交易（30～39級）
262704,防具交易（40～49級）
262705,防具交易（1～9級）
262706,防具交易（10～19級）
262707,防具交易（20～29級）
262708,防具交易（30～39級）
262709,防具交易（40～49級）
262710,防具交易（1～9級）
262711,防具交易（10～19級）
262712,防具交易（20～29級）
262713,防具交易（30～39級）
262714,防具交易（40～49級）
262715,武器交易（1～9級）
262716,武器交易（10～19級）
262717,武器交易（20～29級）
262718,武器交易（30～39級）
262719,武器交易（40～49級）
262720,武器交易（1～9級）
262721,武器交易（10～19級）
262722,武器交易（20～29級）
262723,武器交易（30～39級）
262724,武器交易（40～49級）
262725,工具交易（1～9級）
262726,工具交易（10～19級）
262727,工具交易（20～29級）
262728,工具交易（30～39級）
262729,工具交易（40～49級）
262730,工具交易（1～9級）
262731,工具交易（10～19級）
262732,工具交易（20～29級）
262733,工具交易（30～39級）
262734,工具交易（40～49級）
262735,戰鬥職業飾品交易
262736,製作採集職業飾品交易
262737,防具交易（50級）
262738,防具交易（52級）
262739,防具交易（54級）
262740,防具交易（56級）
262741,防具交易（58級）
262743,防具交易（50級）
262744,防具交易（52級）
262745,防具交易（54級）
262746,防具交易（56級）
262747,防具交易（58級）
262749,防具交易（50～60級）
262750,武器交易（50級）
262751,武器交易（52級）
262752,武器交易（54級）
262753,武器交易（56級）
262754,武器交易（58級）
262756,武器交易（50級）
262757,武器交易（52級）
262758,武器交易（54級）
262759,武器交易（56級）
262760,武器交易（58級）
262762,工具交易（50～60級）
262763,工具交易（50～60級）
262764,戰鬥職業飾品交易
262765,製作採集職業飾品交易
262766,道具交易
262767,道具交易
262768,道具交易
262769,道具交易
262770,道具交易
262771,道具交易
262772,道具交易
262773,道具交易
262774,道具交易
262775,道具交易
262776,道具交易
262777,道具交易
262778,道具交易
262779,道具交易
262780,道具交易
262781,道具交易
262782,道具交易
262783,道具交易
262784,道具交易
262785,道具交易
262786,道具交易
262787,道具交易
262788,道具交易
262789,道具交易
262790,道具交易
262791,道具交易
262792,道具交易
262793,道具交易
262794,道具交易
262795,道具交易
262796,道具交易
262797,道具交易
262798,道具交易
262799,道具交易
262800,道具交易
262801,道具交易
262802,道具交易
262803,道具交易
262804,道具交易
262805,道具交易
262806,道具交易
262807,道具交易
262808,道具交易
262809,道具交易
262810,道具交易
262811,道具交易
262813,道具交易
262814,道具交易
262817,道具交易
262818,道具交易
262819,道具交易
262820,防具交易（60級）
262821,戰鬥菁英防具交易
262822,戰鬥菁英防具交易
262823,戰鬥菁英防具交易
262824,戰鬥菁英防具交易
262825,戰鬥菁英防具交易
262826,
262827,防具交易（60級）
262828,魔法導師防具交易
262829,魔法導師防具交易
262830,魔法導師防具交易
262831,魔法導師防具交易
262832,魔法導師防具交易
262833,
262834,能工巧匠防具交易
262835,武器交易（60級）
262836,武器交易
262837,武器交易
262838,武器交易
262839,武器交易
262840,武器交易
262841,
262842,武器交易（60級）
262843,大地使者防具交易
262844,能工巧匠工具交易（主工具）
262845,能工巧匠工具交易（副工具）
262846,大地使者工具交易
262847,戰鬥職業飾品交易
262848,戰鬥職業飾品交易
262849,戰鬥職業飾品交易
262850,戰鬥職業飾品交易
262851,戰鬥職業飾品交易
262852,工具交易
262853,工具交易
262854,工具交易
262855,工具交易
262856,製作採集職業防具交易
262857,製作採集職業防具交易
262858,製作採集職業防具交易
262859,製作採集職業防具交易
262860,製作採集職業防具交易
262861,道具交易
262862,道具交易
262863,道具交易
262864,道具交易
262865,道具交易
262866,道具交易
262867,道具交易
262868,道具交易
262869,道具交易
262870,道具交易
262871,道具交易
262872,道具交易
262873,道具交易
262874,道具交易
262875,道具交易
262876,道具交易
262877,道具交易
262878,道具交易
262879,道具交易
262880,道具交易
262881,道具交易
262882,道具交易
262883,道具交易
262884,道具交易
262885,道具交易
262886,道具交易
262887,道具交易
262888,道具交易
262889,道具交易
262890,道具交易
262891,道具交易
262892,繪畫作品（基拉巴尼亞）
262893,繪畫作品（奧薩德）
262894,季節活動報酬交易
262895,季節活動報酬交易
262896,再次購入70級武器
262897,再次購入70級防具（戰鬥菁英1）
262898,再次購入70級防具（戰鬥菁英2）
262899,再次購入70級防具（魔法導師）
262900,複製真元靈武器·靈光
262901,道具交易（武具投影相關）
262902,道具交易
262903,
262904,
262905,
262906,繪畫作品（龍堡）
262907,繪畫作品（阿巴拉提亞）
262908,道具交易
262909,
262910,時尚商店
262911,60級工具交易
262912,63級工具交易
262913,65級工具交易
262914,60級防具交易
262915,63級防具交易
262916,65級防具交易
262917,道具交易
262918,複製禁地兵裝（戰鬥菁英）
262919,
262920,再次購入任務報酬1
262921,
262922,複製禁地兵裝（魔法導師）
262923,
262924,
262925,
262926,再次購入青魔法師裝備
262927,
262928,道具交易
262929,道具交易2
262930,道具交易
262931,
262932,
262933,武器交易（62級）
262934,武器交易（64級）
262935,武器交易（66級）
262936,武器交易（68級）
262937,武器交易（70級）
262938,防具交易（62級）
262939,防具交易（64級）
262940,防具交易（66級）
262941,防具交易（68級）
262942,防具交易（70級）
262943,防具交易（62級）
262944,防具交易（64級）
262945,防具交易（66級）
262946,防具交易（68級）
262947,防具交易（70級）
262948,戰鬥職業飾品交易
262949,道具交易
262950,製作採集職業飾品交易
262951,再次購入60級防具（戰鬥菁英）
262952,道具交易（隔離牆、牆面裝飾）
262953,戰鬥菁英防具交易
262954,戰鬥菁英防具交易
262955,戰鬥菁英防具交易
262956,戰鬥菁英防具交易
262957,戰鬥菁英防具交易
262958,魔法導師防具交易
262959,魔法導師防具交易
262960,魔法導師防具交易
262961,魔法導師防具交易
262962,魔法導師防具交易
262963,武器交易
262964,武器交易
262965,武器交易
262966,武器交易
262967,武器交易
262968,戰鬥職業飾品交易
262969,戰鬥職業飾品交易
262970,戰鬥職業飾品交易
262971,戰鬥職業飾品交易
262972,戰鬥職業飾品交易
262973,工具交易
262974,工具交易
262975,工具交易
262976,能工巧匠工具交易（主工具）
262977,能工巧匠工具交易（副工具）
262978,大地使者工具交易
262979,製作採集職業防具交易
262980,製作採集職業防具交易
262981,製作採集職業防具交易
262982,製作採集職業防具交易
262983,能工巧匠防具交易
262984,大地使者防具交易
262985,道具交易
262986,道具交易
262987,道具交易
262988,道具交易
262989,道具交易
262990,道具交易
262991,道具交易
262992,道具交易
262993,道具交易
262994,道具交易
262995,道具交易
262996,道具交易
262997,道具交易
262998,道具交易
262999,道具交易
263000,道具交易
263001,道具交易
263002,道具交易
263003,道具交易
263004,道具交易
263005,道具交易
263006,道具交易
263007,維埃拉服裝交易
263008,硌獅服裝交易
263009,シーズナルイベント報酬の購入
263010,道具交易
263011,道具交易
263012,道具交易
263013,繪畫作品（第一世界）
263014,道具交易
263015,道具交易
263016,道具交易
263017,工具交易
263018,防具交易
263019,道具交易
263020,
263021,道具交易
263022,天鋼工具交易
263023,道具交易
263024,複製天鋼工具
263025,道具交易
263026,工具交易
263027,防具交易
263028,道具交易
263029,古董交易
263030,道具交易
263031,複製義軍武器（戰鬥菁英1）
263032,複製義軍武器（戰鬥菁英2）
263033,道具交易（通用素材）
263034,道具交易（通用素材）
263035,道具交易（通用素材）
263036,
263037,
263038,
263039,
263040,複製義軍武器（魔法導師）
263041,
263042,道具交易
263043,珍稀物品交易
263044,珍稀物品交易
263045,再次購入成就報酬3
263046,
263047,
263048,
263049,
263050,
263051,
263052,武器交易
263053,武器交易
263054,武器交易
263055,武器交易
263056,武器交易
263057,戰鬥菁英防具交易
263058,戰鬥菁英防具交易
263059,戰鬥菁英防具交易
263060,戰鬥菁英防具交易
263061,戰鬥菁英防具交易
263062,魔法導師防具交易
263063,魔法導師防具交易
263064,魔法導師防具交易
263065,魔法導師防具交易
263066,魔法導師防具交易
263067,戰鬥職業飾品交易
263068,戰鬥職業飾品交易
263069,戰鬥職業飾品交易
263070,戰鬥職業飾品交易
263071,戰鬥職業飾品交易
263072,工具交易
263073,工具交易
263074,工具交易
263075,能工巧匠工具交易（主工具）
263076,能工巧匠工具交易（副工具）
263077,大地使者工具交易
263078,製作採集職業防具交易
263079,製作採集職業防具交易
263080,製作採集職業防具交易
263081,能工巧匠防具交易
263082,大地使者防具交易
263083,武器交易（70級）
263084,武器交易（72級）
263085,武器交易（74級）
263086,武器交易（76級）
263087,武器交易（78級）
263088,武器交易（80級）
263089,防具交易（70級）
263090,防具交易（72級）
263091,防具交易（74級）
263092,防具交易（76級）
263093,防具交易（78級）
263094,防具交易（80級）
263095,防具交易（70級）
263096,防具交易（72級）
263097,防具交易（74級）
263098,防具交易（76級）
263099,防具交易（78級）
263100,防具交易（80級）
263101,戰鬥職業飾品交易
263102,製作採集職業飾品交易
263103,道具交易
263104,道具交易
263105,道具交易
263106,道具交易
263107,道具交易
263108,道具交易
263109,道具交易
263110,道具交易
263111,道具交易
263112,道具交易
263113,道具交易
263114,道具交易
263115,道具交易
263116,道具交易
263117,道具交易
263118,道具交易
263119,道具交易
263120,道具交易
263121,道具交易
263122,道具交易
263123,道具交易（栽培用品）
263124,道具交易
263125,道具交易
263126,道具交易
263127,道具交易
263128,道具交易
263129,道具交易
263130,繪畫作品（北洋地域）
263131,繪畫作品（伊爾薩巴德）
263132,繪畫作品（古代世界）
263133,繪畫作品（星外天域）
263134,再次購入任務報酬2
263135,再次購入武士裝備
263136,再次購入赤魔法師裝備
263137,再次購入絕槍戰士裝備
263138,再次購入舞者裝備
263139,再次購入釤鐮客裝備
263140,再次購入賢者裝備
263141,道具交易
263142,
263143,
263144,
263145,道具交易
263146,道具交易
263147,道具交易
263148,道具交易
263149,道具交易
